id,theme,sous_theme,categorie,question,Choix_A,Choix_B,Choix_C,bonne_reponse,justification
570,4,4,A,570 - L'AMF considère le market timing et le late trading comme des pratiques:,Répréhensibles,Neutres,Saines,A,"Position AMF 2004-07, 2.1 et 9"
571,4,4,A,571 - Le front running consiste pour un membre de marché :,A transmettre des informations trompeuses sur les émetteurs pour agir sur le cours des actions émises,A exploiter abusivement des informations ayant trait aux ordres de clients en attente d'exécution,A transmettre des ordres à haute fréquence sur les marchés financiers,B,"Article 7 alinéa 1 d) et point (30) du Règlement (UE) N° 596/2014 du 16 avril 2014 sur les abus de marché - Rapport annuel AMF 2003 - Chapitre 2 La régulation et la coopération internationales, partie 1, A, paragraphe 1 (définition figurant en page 3 du chapitre 2 ou en page 37 du rapport complet)"
572,4,4,A,"572 - Quelle proposition, parmi les suivantes, est une manipulation de marché?",Les opérations d'initiés,La diffusion de fausses informations,La mise en place d'une convention de liquidité conclue avec un prestataire,B,Règlement européen Abus de marché (UE) N°596/2014 du 16 avril 2014 : Article 12-1 d) - page 173/30
573,4,4,A,"573 - L'une des opérations décrites ci-après constitue une opération de ""market timing"" jugée répréhensible par l'AMF. Laquelle ?","L'analyse financière qui permet de prédire la direction que va prendre un marché et de décider d'acheter ou de vendre des instruments financiers ""au bon moment"" .",Tout ordre de souscription ou de rachat de parts d'OPCVM transmis par un client à son intermédiaire lorsque le client détient des informations privilégiées sur une société dont les actions constituent une part significative de l'actif de l'OPCVM.,L'opération d'arbitrage consistant à tirer profit d'un écart entre la valeur comptable d'un fonds et sa valeur de marché et qui porte atteinte à l'égalité de traitement des porteurs.,C,"Position AMF - DOC 2004-07 - Les pratiques de Market Timing et de Late Trading (1.1 et 1.2) , pages 1 et 2 (document créé le 23 juillet 2004, modifié le 24 janvier 2019)."
574,4,4,A,"574 - Quel est le périmètre géographique dans lequel s'applique la réglementation ""Abus de marché"" ?",Les pays membres de l'OCDE (Organisation de coopération et de développement économique),Les pays membres de l'Espace économique européen.,Les pays du G20.,B,RÈGLEMENT (UE) No 596/2014 DU PARLEMENT EUROPÉEN ET DU CONSEIL
575,4,4,A,575 - Les abus de marché peuvent être :,Des manipulations de marché et des opérations d'initié,Des opérations de blanchiment,Des opérations douteuses.,A,RÈGLEMENT (UE) No 596/2014 DU PARLEMENT EUROPÉEN ET DU CONSEIL - chapitre2 et Code monétaire et financier Article L465-3
576,4,4,A,576 - L'opération d'arbitrage qui consiste à tirer profit d'un écart entre la valeur comptable d'un fonds et sa valeur de marché est dénommée :,"Du ""gap trading""","Du ""gap financing"" .","Du ""market timing"" .",C,Position DOC-2004-07 AMF Applicable au 24 janvier 2019
577,4,4,A,577 - Une information privilégiée est :,"Une information précise qui n'a pas été rendue publique, et qui, si elle était rendue publique, serait susceptible d'avoir une influence sensible sur le cours des instruments financiers qui lui sont liés","Toute information concernant un émetteur, détenue par les membres de ses organes délibérants et de ses organes exécutifs",Toute information publique susceptible d'avoir une influence sensible sur le cours d'un instrument financier,A,"Article 7 du RÈGLEMENT (UE) No 596/2014 DU PARLEMENT EUROPÉEN ET DU CONSEIL du 16 avril 2014
Article L465-1 du CMF"
578,4,4,A,578 - Parmi les opérations suivantes laquelle peut être considérée comme une manipulation de cours :,"Emettre des ordres qui donnent des indications fausses sur l 'offre, la demande d 'un instrument financier",Utiliser des informations privilégiées pour prendre une position sur un titre avant que son cours n 'augmente,Diffuser sur son site une recommandation à la vente issue d 'un cabinet de recherche financière tout en vendant à découvert le titre,A,"Article 12 du RÈGLEMENT (UE) No 596/2014 DU PARLEMENT EUROPÉEN ET DU CONSEIL du 16 avril 2014
Article L465-3-1 du CMF"
579,4,4,A,579 - Quel agissement parmi les suivants est susceptible d'être sanctionné dans le cadre des sanctions qui s 'appliquent pour les abus de marchés ?,Une tentative échouée d 'abus de marché,Faire paraitre un avis personnel sur l 'opportunité d 'acheter ou de vendre une valeur publiée sur un blog d 'investisseurs,L 'utilisation de transactions de gré à gré à des fins de blanchiment,A,"Article 14 du RÈGLEMENT (UE) No 596/2014 DU PARLEMENT EUROPÉEN ET DU CONSEIL du 16 avril 2014
Article 15 du RÈGLEMENT (UE) No 596/2014 DU PARLEMENT EUROPÉEN ET DU CONSEIL du 16 avril 2014
Article L465-1 du CMF
Article L465-3-1 du CMF"
580,5,5.1,A,580 - La personne démarchée et qui a signé un contrat pour la fourniture d'un service d'investissement dispose d'un délai de :,"Quarante-huit heures pour exercer son droit de rétractation, sans avoir à justifier de motifs ni à supporter de pénalités","Sept jours calendaires révolus pour exercer son droit de rétractation, sans avoir à justifier de motifs ni à supporter de pénalités","Quatorze jours calendaires révolus pour exercer son droit de rétractation, sans avoir à justifier de motifs ni à supporter de pénalités",C,Articles L341-16 CMF
581,5,5.1,A,581 - Le démarcheur bancaire et financier doit :,Recommander tout type de produit à tous ses clients,Informer de manière claire et compréhensible la personne démarchée sur les produits ou services proposés,Faire signer un contrat de décharge en cas de perte pécuniaire sur les produits financiers proposés,B,Article L341-11 du code monétaire et financier
582,5,5.1,A,"582 - Quelles sont les personnes et entités qui sont légalement habilitées à procéder au démarchage bancaire et financier ? a. Les établissements de crédit
b. Les entreprises d'investissement
c. Les entreprises d'assurance",A uniquement,B uniquement,"A, b et c uniquement",C,"CMF, art. L. 341-3"
583,5,5.1,A,583 - Tout démarcheur détient à ce titre une carte. Quelle affirmation est exacte ?,Il doit sur simple demande pouvoir présenter sa carte dans les 48 h,Il doit systématiquement présenter sa carte lors de tout acte de démarchage,Cette carte ne peut être vérifiée que par l'AMF ou l'ACPR,B,Article L341-8 du code monétaire et financier
584,5,5.1,A,584 - Quels sont les produits pour lesquels le démarchage est interdit ?,Les obligations convertibles en action,Les actions des pays émergents,Les produits dont le risque maximum n'est pas connu au moment de la souscription,C,CMF art L341-10
585,5,5.1,A,585 - Un démarcheur mandaté par un établissement de crédit peut proposer :,Tous types de produits à son client,Tous types de produits à son client uniquement au domicile du client,Les opérations et services pour lesquels il a reçu mandat et qui figurent sur sa carte de démarcheur,C,"Code monétaire et financier : L. 341-1 à L. 341-17 + D. 341-1 à D. 341-16 / Plus spécifiquement sur la question posée : Code monétaire et financier : L. 341-4, II"
586,5,5.1,A,586 - Quels sont les principaux objectifs poursuivis par la réglementation en matière de vente à distance ?,Elle vise notamment à limiter les situations de conflit d'intérêts.,Elle vise notamment à limiter les risques de blanchiment de capitaux.,Elle vise notamment à encadrer de manière plus stricte le statut et les obligations des personnes habilitées à effectuer du démarchage.,C,http://www.amf-france.org/affiche_page.asp?urldoc=Demarcheurs.htm#&Id_Tab=0
587,5,5.1,A,587 - Sont autorisés au démarchage les produits financiers suivants :,Les ventes d'options d'achat,Les actions de sociétés non cotées,Les parts ou actions d'OPCVM,C,Article L341-10 du code monétaire et financier
588,5,5.1,A,588 - Les règles du démarchage bancaire et financier :,Dispensent le démarcheur d'avoir à respecter la réglementation spécifique au produit vendu,"S'ajoutent à toutes les autres règles en vigueur, lorsque le vendeur a recours à ce mode de commercialisation",Sont incompatibles avec les règles relatives à la vente à distance,B,Code monétaire et financier : L. 341-1 à L. 341-17 + D. 341-1 à D. 341-16
589,5,5.1,A,589 - Les opérations de parrainage ayant indirectement pour effet de réaliser de la publicité en faveur d'investissements financiers dont le risque maximal n'est pas connu au moment de la souscription sont-elles autorisées?,"Oui, sont seules interdites les opérations de mécénat ayant directement pour objet de réaliser de la publicité pour de tels investissements","Non, elles sont passibles d'une amende administrative d'un montant maximum de 100 000 €","Non, elles sont passibles de sanctions pénales: 6 mois d'emprisonnement et 100 000 € d'amende",B,Article L222-16-2 c. conso.
590,5,5.1,A,"590 - Lorsque la personne démarchée exerce son droit de rétractation, elle dispose d'un délai maximum de :",15 jours pour restituer toute somme et tout bien qu'elle a reçus du démarcheur,30 jours pour restituer toute somme et tout bien qu'elle a reçus du démarcheur,45 jours pour restituer toute somme et tout bien qu'elle a reçus du démarcheur,B,Articles L341-16 CMF
591,5,5.1,A,591 - Quelles sont les règles fondamentales en matière de communication à caractère précontractuel ?,Les communications précontractuelles sont facultatives.,Les communications précontractuelles doivent permettre au client ou prospect d'apprécier la nature des services ou instruments financiers proposés ainsi que les risques liés à la décision d'investissement en amont de la signature d'un contrat.,Le caractère commercial des informations ne doit pas apparaître dans les communications précontractuelles.,B,"C. mon. fin., art. L 533-12."
593,5,5.1,A,593 - Constitue un acte de démarchage le fait :,Pour une banque d'envoyer de façon centralisée un mailing présentant une nouvelle gamme d'OPC,"D'envoyer un mailing à des clients sélectionnés pour leur présenter des produits d'investissement susceptibles de répondre à leurs attentes, et qu'ils peuvent souscrire en retournant le coupon-réponse joint à la lettre",D'envoyer à un client une lettre personnalisée lui proposant un rendez-vous avec son chargé de clientèle pour faire un point de sa situation financière,B,Code monétaire et financier : L. 341-1 à L. 341-17 + D. 341-1 à D. 341-16 / Plus spécifiquement sur la question posée : Code monétaire et financier : L. 341-1
594,5,5.1,A,"594 - En matière de documents promotionnels relatifs aux services d'investissement, quelle affirmation est exacte ?","Ils peuvent être communiqués à l'AMF préalablement à leur diffusion, sur demande de l'AMF",Ils ne sont communiqués à l'AMF qu'après leur diffusion aux clients,Ils ne sont jamais communiqués à l'AMF,A,Article 314-6 du RG AMF
595,5,5.1,A,"595 - En cas de démarchage physique, le démarcheur doit obligatoirement être en possession de :",Sa carte d'identité,Sa carte de démarcheur,Sa carte de visite,B,CMF L341-8
596,5,5.1,A,596 - Qui est en charge de la délivrance des cartes de démarchage aux personnes se livrant à une activité de démarchage bancaire ou financier?,L'Autorité des Marchés Financiers (AMF),Le Ministère de l'économie,La personne pour le compte de laquelle ces personnes agissent,C,Article L341-8 CMF
597,5,5.1,A,"597 - Dans le cadre d'un démarchage à domicile, les informations concernant les produits ou services peuvent être fournies :",Par tout moyen (oral ou écrit),Sur support électronique sans l'accord du client,Sur support papier ou sur un autre support durable après accord du client,C,Article L341-11 du code monétaire et financier
